,latest_sqft,latest_zhvi,mean_price,mean_price_err,mean_stars,mean_stars_err,n,z_hood,loop_i,state,county,city,neighborhood,lon,lat,lon_width,lat_width,bbox_area
205,129.0,205400.0,1.0,0.0,3.47619047619,0.222019667972,21,273995,4404.0,NV,Clark,Henderson,Highland Hills,-114.960761,36.0043475,0.0585864,0.0195082,9.21511401257
206,120.0,254600.0,1.90909090909,0.15505506644,4.20588235294,0.138321772258,17,273999,5182.0,PA,Allegheny,Pittsburgh,Highland Park,-79.9173777,40.4774332,0.0225405,0.0208416,1.57137020218
207,82.0,119200.0,1.50833333333,0.0600877059589,3.73262032086,0.0690297522502,187,274073,4401.0,NV,Clark,Las Vegas,Huntridge,-115.1284967,36.1512408,0.057938,0.0152843,7.18483483832
208,99.0,160700.0,2.0,0.20203050891,2.88888888889,0.280847238669,9,274078,4064.0,NC,Mecklenburg,Charlotte,Hwy 51-Park Road,-80.8688879,35.075109,0.022642,0.028492,1.95603067182
209,75.0,134600.0,1.11111111111,0.104756560176,3.46428571429,0.239388494527,14,274082,3920.0,NC,Mecklenburg,Charlotte,Idlewild Farms,-80.7322154,35.194504,0.022745,0.0172,1.20378535246
210,83.0,119800.0,1.4375,0.124019592706,3.61538461538,0.176897348271,26,274083,3930.0,NC,Mecklenburg,Charlotte,Idlewild South,-80.7378694,35.1736215,0.037041,0.027531,3.13600415131
211,,,1.33333333333,0.272165526976,3.5,0.456435464588,6,274115,4046.0,NC,Mecklenburg,Charlotte,JT Williams,-80.836103,35.2677694,0.0212759,0.0135228,0.875458965843
212,,,1.5,0.353553390593,3.16666666667,0.490653381463,3,274118,3945.0,NC,Mecklenburg,Charlotte,Jackson Homes,-80.9257635,35.209273,0.0069939,0.0123088,0.25940740835
213,103.0,164300.0,1.73913043478,0.126272596538,3.625,0.14003347814,40,274148,4061.0,NC,Mecklenburg,Charlotte,Johnston Rd-McAlpine,-80.8518909,35.0742025,0.035804,0.027265,2.96534883257
214,115.0,225900.0,1.66666666667,0.19245008973,3.84210526316,0.213960903239,19,274207,4415.0,NV,Clark,Las Vegas,Kyle Canyon,-115.3136598,36.3033774,0.0399314,0.0524789,17.1193288423
215,,,2.0,0.0,4.5,0.306186217848,4,274208,258.0,AZ,Maricopa,Tempe,Kyrene-Superstition,-111.9478624,33.3893115,0.009357,0.007425,0.496141925574
216,183.0,357900.0,2.29411764706,0.121477437243,3.8,0.0969535971483,50,274231,4403.0,NV,Clark,Henderson,Lake Las Vegas,-114.9219222,36.1038451,0.0366231,0.0528988,15.5974844418
217,,,1.0,0.0,4.5,0.0,1,274257,4007.0,NC,Mecklenburg,Charlotte,Lakewood,-80.8783609,35.2536695,0.014176,0.014447,0.620329391519
218,142.0,363800.0,4.0,0.0,3.25,0.403973321451,6,274268,4030.0,NC,Mecklenburg,Charlotte,Lansdowne,-80.7815574,35.1450045,0.026989,0.033627,2.77786628658
219,33.0,49600.0,2.07692307692,0.202398004455,3.79166666667,0.171585404175,24,274272,5174.0,PA,Allegheny,Pittsburgh,Larimer,-79.9127426,40.4623165,0.0142555,0.0165863,0.791249455833
220,62.0,69300.0,1.0,0.0,2.5,0.707106781187,2,274310,4023.0,NC,Mecklenburg,Charlotte,Lincoln Heights,-80.8482869,35.264169,0.014626,0.017208,0.764828952792
221,33.0,47200.0,,,4.5,0.408248290464,3,274318,5178.0,PA,Allegheny,Pittsburgh,Lincoln-Lemington-Belmar,-79.8964701,40.473539,0.0247211,0.0237191,1.9653514055
222,,,2.0,0.0,3.83333333333,0.368513865595,9,274339,4018.0,NC,Mecklenburg,Charlotte,Lockwood,-80.8276079,35.2401721,0.028346,0.0174679,1.50803936645
223,119.0,222600.0,1.59689922481,0.0484348874926,3.68636363636,0.0609597975686,220,274346,4423.0,NV,Clark,Las Vegas,Lone Mountain,-115.2905728,36.2358137,0.0877455,0.0352081,25.2164979018
224,160.0,264200.0,1.73255813953,0.0555819271276,3.9303030303,0.0709242368824,165,274388,4441.0,NV,Clark,Henderson,Macdonald Ranch,-115.0627957,35.9988369,0.0838627,0.0299704,20.3425675379
225,,,1.42857142857,0.0935219529583,3.69512195122,0.150230883959,41,274414,316.0,AZ,Maricopa,Tempe,Maple-Ash,-111.9417265,33.4164634,0.0037208,0.0109593,0.291123019081
226,,,1.54545454545,0.197657202365,3.54166666667,0.181222060426,12,274421,270.0,AZ,Maricopa,Tempe,Marilyn Ann,-111.9499977,33.4109986,0.0043515,0.0072772,0.22616026386
227,82.0,123500.0,2.0,0.0,4.0,0.0,1,274433,4036.0,NC,Mecklenburg,Charlotte,Marlwood,-80.7174869,35.187654,0.02497,0.023876,1.83737743224
228,91.0,140000.0,1.30769230769,0.12800773759,3.16,0.207306536318,25,274437,3895.0,NC,Mecklenburg,Charlotte,Marshbrooke,-80.7127735,35.1644296,0.0474332,0.0561968,8.21922281562
229,133.0,275700.0,1.57446808511,0.0837372902111,3.87333333333,0.0924209371822,75,274461,4427.0,NV,Clark,Henderson,McCullough Hills,-115.0187136,36.0158479,0.0573802,0.0353527,16.3913149905
230,,,1.86144578313,0.0570902737292,3.87313432836,0.0598396916276,268,274486,4405.0,NV,Clark,Las Vegas,Meadows Village,-115.1626108,36.1461255,0.0305104,0.0254819,6.31594452611
231,104.0,150700.0,1.6043956044,0.0416701222915,3.49661016949,0.057776139341,295,274510,4397.0,NV,Clark,Las Vegas,Michael Way,-115.2216074,36.2003811,0.050419,0.0394616,16.1986253058
232,80.0,135400.0,1.5652173913,0.0850451559864,3.24545454545,0.116330057138,55,274546,4021.0,NC,Mecklenburg,Charlotte,Mineral Springs-Rumble Road,-80.7801244,35.297476,0.057531,0.042102,7.41494574785
233,120.0,167000.0,1.75,0.216506350946,3.875,0.243847914807,12,274555,4411.0,NV,Clark,Henderson,Mission Hills,-114.9366072,35.9846226,0.0533889,0.030876,13.2789933681
234,77.0,89000.0,1.70909090909,0.0712241359069,3.30625,0.11675754459,80,274578,4069.0,NC,Mecklenburg,Charlotte,Montclaire South,-80.8915164,35.1516829,0.032511,0.0566327,5.56886903717
235,164.0,486300.0,1.75,0.153093108924,3.0625,0.311717770988,8,274617,3986.0,NC,Mecklenburg,Charlotte,Mountainbrook,-80.8159469,35.128253,0.025554,0.02555,1.99102646607
236,85.0,120200.0,1.0,0.0,4.33333333333,0.136082763488,3,274658,3982.0,NC,Mecklenburg,Charlotte,Nevin Community,-80.8222004,35.30072,0.035599,0.037536,4.07211215921
237,125.0,296600.0,1.86666666667,0.102318794962,3.79577464789,0.105199796115,71,274667,382.0,AZ,Maricopa,Phoenix,New Village,-112.19133,33.8827029,0.12582,0.1724741,156.602115569
238,84.0,142300.0,1.4,0.219089023002,3.58333333333,0.274283578585,6,274669,4008.0,NC,Mecklenburg,Charlotte,Newell South,-80.7527194,35.2757115,0.032683,0.026857,2.69501111209
239,167.0,219600.0,1.62068965517,0.0682183064918,4.11594202899,0.0732887298738,69,274696,4002.0,NC,Mecklenburg,Charlotte,North Charlotte,-80.7967289,35.2450785,0.033412,0.017399,1.77645426412
240,118.0,200600.0,1.55395683453,0.0549525976573,3.64154411765,0.0587431150109,272,274697,4402.0,NV,Clark,Las Vegas,North Cheyenne,-115.2267821,36.2464288,0.0403997,0.0591841,19.4704351496
241,,,1.57722007722,0.0271927624466,3.47619047619,0.0328278149695,903,274728,4436.0,NV,Clark,North Las Vegas,North Last Vegas,-115.0838289,36.260348,0.256722,0.151018,314.033912224
242,144.0,235600.0,1.51764705882,0.0698228399904,3.60185185185,0.0768460671795,108,274732,5216.0,PA,Allegheny,Pittsburgh,North Oakland,-79.9548244,40.4508076,0.0171165,0.0188751,1.07668540537
243,219.0,504500.0,1.94660564455,0.019629640956,3.92366570128,0.0185636417175,2417,274742,227.0,AZ,Maricopa,Scottsdale,North Scottsdale,-111.8582508,33.64934,0.204723,0.1923999,280.191013692
244,82.0,118600.0,1.5,0.125,3.33928571429,0.169508539737,28,274743,4014.0,NC,Mecklenburg,Charlotte,North Sharon Amity-Reddman Roa,-80.7534519,35.1937405,0.03373,0.020555,2.12853537422
245,,,1.60648148148,0.0418081255942,3.72084367246,0.0522475365876,403,274768,425.0,AZ,Maricopa,Mesa,Northeast,-111.6769173,33.4548036,0.1926268,0.1170127,159.070905577
246,,,1.52229299363,0.0506247129094,3.62741935484,0.0604110904466,310,274802,444.0,AZ,Maricopa,Mesa,Northwest,-111.8225595,33.4484074,0.1385289,0.0663132,65.2452212757
247,,,1.0,0.0,4.5,0.0,1,274821,390.0,AZ,Maricopa,Tempe,Ntna-Canal Park,-111.9389294,33.457357,0.007857,0.013332,0.747750699226
248,,,1.64705882353,0.142668014727,3.71428571429,0.203627612886,21,274822,235.0,AZ,Maricopa,Tempe,NTNA-Cavalier Hills,-111.9284324,33.4476073,0.003883,0.0073355,0.203237710261
249,,,1.61111111111,0.114904385611,3.47619047619,0.197708500914,21,274823,230.0,AZ,Maricopa,Tempe,Ntna-Indian Bend,-111.9222039,33.4476435,0.008636,0.007305,0.450010599838
250,,,1.88235294118,0.163913069652,3.60714285714,0.141414913791,28,274824,231.0,AZ,Maricopa,Tempe,Ntna-West Rio,-111.9289064,33.440207,0.005183,0.007566,0.27981027076
251,70.0,83300.0,1.14285714286,0.132260014253,3.4,0.298328677804,10,274830,3994.0,NC,Mecklenburg,Charlotte,Oak Forest,-80.7428864,35.24293,0.032733,0.030672,3.08579155902
252,83.0,130400.0,1.8,0.334664010614,3.25,0.348608344389,6,274845,4050.0,NC,Mecklenburg,Charlotte,Oakdale South,-80.9135979,35.295629,0.051928,0.032332,5.06592045839
253,133.0,161800.0,1.33333333333,0.136082763488,3.77083333333,0.179164647921,24,274848,4049.0,NC,Mecklenburg,Charlotte,Oakhurst,-80.7787799,35.192053,0.024978,0.019518,1.49265387266
254,,,,,2.0,0.0,1,274864,3907.0,NC,Mecklenburg,Charlotte,Oakview Terrace,-80.8725779,35.2606205,0.015316,0.015537,0.721234384036
255,168.0,421300.0,,,4.0,0.0,1,274905,4003.0,NC,Mecklenburg,Charlotte,Olde Providence North,-80.7921964,35.139565,0.021947,0.029646,1.98920945356
256,152.0,390600.0,1.92857142857,0.188015569109,3.60526315789,0.202405709276,19,274906,4028.0,NC,Mecklenburg,Charlotte,Olde Providence South,-80.8067159,35.1055045,0.054546,0.045373,7.55475108331
257,,,1.42857142857,0.187043905917,4.13333333333,0.191291904148,15,274914,3938.0,NC,Mecklenburg,Charlotte,Optimist Park,-80.821925,35.2374458,0.0218873,0.0176365,1.17639042089
258,153.0,249200.0,1.0,0.0,3.64285714286,0.374087811833,7,274915,259.0,AZ,Maricopa,Tempe,Optimist Park Ne,-111.8981679,33.3746225,0.009184,0.0078029,0.510651753047
259,135.0,253200.0,1.5,0.111803398875,3.65,0.141715677797,30,274916,429.0,AZ,Maricopa,Tempe,Optimist Park Nw,-111.906924,33.3745977,0.0086858,0.0076647,0.474577316906
260,144.0,268200.0,,,4.75,0.176776695297,2,274917,279.0,AZ,Maricopa,Tempe,Optimist Park Se,-111.8983345,33.3672852,0.0084933,0.0069603,0.421254425205
261,145.0,258500.0,1.5,0.353553390593,3.7,0.303315017762,5,274918,297.0,AZ,Maricopa,Tempe,Optimist Park Sw,-111.9068395,33.3672777,0.0088409,0.0070654,0.44528045245
262,149.0,389400.0,1.66666666667,0.272165526976,3.5,0.4472135955,5,274937,3961.0,NC,Mecklenburg,Charlotte,Oxford Hunt,-80.7667449,35.1108,0.025396,0.021474,1.67188323692
263,130.0,286200.0,1.46666666667,0.128812237744,3.55,0.178496809807,30,274955,4440.0,NV,Clark,Henderson,Paradise Hills,-114.9809662,35.998175,0.0354885,0.02924,8.37299010076
264,153.0,511900.0,1.68,0.0646219776856,3.53676470588,0.0717867675191,136,274959,3905.0,NC,Mecklenburg,Charlotte,Park Crossing,-80.8680549,35.101742,0.030486,0.033238,3.07264610368
265,74.0,112200.0,1.33333333333,0.19245008973,3.28571428571,0.332847070006,7,274989,3913.0,NC,Mecklenburg,Charlotte,Pawtuckett,-80.9531119,35.258839,0.032908,0.035648,3.52438987586
266,151.0,204400.0,1.14285714286,0.0935219529583,3.59090909091,0.217129002569,22,275008,274.0,AZ,Maricopa,Tempe,Pepperwood,-111.9502254,33.3709395,0.008729,0.014569,0.908262784935
267,253.0,776400.0,2.10526315789,0.110077648316,3.94871794872,0.0927117862596,78,275040,323.0,AZ,Maricopa,Scottsdale,Pinnacle Peak,-111.8734338,33.8207508,0.174591,0.1592815,197.950640505
268,107.0,151900.0,1.65714285714,0.0584432533711,3.72781065089,0.074136909098,169,275041,4422.0,NV,Clark,Las Vegas,Pioneer Park,-115.2660009,36.1866936,0.0430211,0.0188574,6.6158593439
269,117.0,,2.0,0.0,4.0,0.186080731891,19,275042,4451.0,NV,Clark,Henderson,Pittman,-114.9937959,36.0680625,0.0616089,0.0358927,17.8514628244
270,,,1.0,0.0,4.75,0.176776695297,2,275047,3984.0,NC,Mecklenburg,Charlotte,Plaza Hills,-80.8022569,35.234831,0.011378,0.00647,0.224821992467
271,227.0,352100.0,1.53658536585,0.0851744263134,3.80357142857,0.112001853054,56,275048,4059.0,NC,Mecklenburg,Charlotte,Plaza Midwood,-80.8034552,35.226031,0.0301394,0.0153559,1.413260947
272,66.0,97600.0,1.71428571429,0.212578231184,3.61904761905,0.223111276307,21,275051,3906.0,NC,Mecklenburg,Charlotte,Plaza-Eastway,-80.7647434,35.259829,0.060075,0.024294,4.47521387732
273,91.0,188500.0,1.55555555556,0.120962456434,3.18918918919,0.145985169093,37,275099,3978.0,NC,Mecklenburg,Charlotte,Prosperity Church Road,-80.7787864,35.3405455,0.0465291,0.058011,8.26419913901
274,142.0,500600.0,1.92592592593,0.0822015817096,3.34848484848,0.100486475666,66,275100,3964.0,NC,Mecklenburg,Charlotte,Providence Crossing,-80.7864814,35.046144,0.037687,0.037448,4.31744263054
275,199.0,471600.0,1.95833333333,0.149990354628,3.9375,0.162003448073,32,275101,3993.0,NC,Mecklenburg,Charlotte,Providence Park,-80.7976614,35.165215,0.021147,0.021444,1.38560104877
276,124.0,253100.0,1.83333333333,0.0817755635771,3.73026315789,0.0955379095625,76,275103,4005.0,NC,Mecklenburg,Charlotte,Provincetowne,-80.8093464,35.0436481,0.042289,0.0429763,5.54616752447
277,140.0,285200.0,2.5,0.353553390593,3.75,0.403973321451,6,275112,4043.0,NC,Mecklenburg,Charlotte,Quail Hollow,-80.8568159,35.1326995,0.022636,0.031179,2.14273626596
278,133.0,348100.0,1.91176470588,0.0824980185293,3.42405063291,0.0895468337946,79,275121,4063.0,NC,Mecklenburg,Charlotte,Rain Tree,-80.7988324,35.087722,0.048311,0.024682,3.64296685453
279,77.0,82400.0,1.0,0.0,3.5,0.0,1,275150,3946.0,NC,Mecklenburg,Charlotte,Reid Park,-80.9008674,35.2104971,0.015509,0.0238999,1.11997162394
280,,,1.0,0.0,4.0,0.0,2,275155,3954.0,NC,Mecklenburg,Charlotte,Revolution Park,-80.8801604,35.212817,0.013899,0.00988,0.415859400395
281,,,1.5,0.353553390593,1.75,0.53033008589,2,275170,5206.0,PA,Allegheny,Pittsburgh,Ridgemont,-80.0343965,40.4269804,0.0126546,0.0138933,0.58132592419
282,129.0,228900.0,1.6,0.157762127549,3.7962962963,0.131622926681,27,275187,4430.0,NV,Clark,Henderson,River Mountain,-114.9322027,35.9985071,0.0538915,0.0576417,25.0194839875
283,82.0,120400.0,1.25,0.216506350946,3.57142857143,0.370170554025,7,275226,4058.0,NC,Mecklenburg,Charlotte,Rockwell Park-Hemphill Heights,-80.8064603,35.312477,0.0305087,0.027426,2.55421781188
284,148.0,264500.0,2.0,0.0,4.33333333333,0.360041149912,3,275263,295.0,AZ,Maricopa,Tempe,Rural-Geneva,-111.920922,33.3965763,0.0107779,0.0072845,0.560014977668
285,106.0,192200.0,1.28571428571,0.120736322104,3.69230769231,0.165601206736,26,275309,4060.0,NC,Mecklenburg,Charlotte,Sardis Woods,-80.7524814,35.1377585,0.031163,0.022111,2.11563077841
286,,,1.0,0.0,4.0,0.0,1,275337,4010.0,NC,Mecklenburg,Charlotte,Seversville,-80.8665059,35.2391035,0.016114,0.005257,0.256916270575
287,73.0,96600.0,1.5,0.25,4.2,0.414728827067,5,275343,4012.0,NC,Mecklenburg,Charlotte,Shannon Park,-80.7659574,35.2426345,0.030513,0.016951,1.58578618772
288,125.0,312000.0,1.74358974359,0.069920107672,3.75961538462,0.11736315257,52,275354,4406.0,NV,Clark,Las Vegas,Sheep Mountain,-115.2245786,36.305017,0.0361996,0.0612685,18.0591802226
289,170.0,382200.0,2.0,0.0,4.16666666667,0.419435246404,6,275363,3947.0,NC,Mecklenburg,Charlotte,Sherwood Forest,-80.7839174,35.1713165,0.028627,0.021955,1.9232488294
290,74.0,101800.0,1.4,0.154919333848,2.77272727273,0.260035251612,11,275391,3914.0,NC,Mecklenburg,Charlotte,Slater Rd-Hamilton Circle,-80.8470497,35.2964375,0.0229005,0.027003,1.87941865086
291,185.0,283300.0,2.00362318841,0.0191581634251,3.89880952381,0.0193619716569,2100,275454,280.0,AZ,Maricopa,Scottsdale,South Scottsdale,-111.9261108,33.5077923,0.069219,0.1198955,59.2095006993
292,,,1.83333333333,0.366414054396,4.05882352941,0.259365585263,17,275489,4024.0,NC,Mecklenburg,Charlotte,Southside Park,-80.8745498,35.2025855,0.0166638,0.0162949,0.822804394454
293,,,1.57894736842,0.0291553845535,3.60092348285,0.0360336911838,758,275498,336.0,AZ,Maricopa,Mesa,Southwest,-111.867173,33.3895594,0.0547399,0.0657648,25.6182463331
294,136.0,226500.0,1.23076923077,0.116854542356,3.72727272727,0.222047368391,22,275565,3911.0,NC,Mecklenburg,Charlotte,Starmount,-80.8680259,35.144739,0.020978,0.016512,1.05037012345
295,151.0,290600.0,1.85245901639,0.0532657665267,3.77368421053,0.0498638619014,380,275609,4416.0,NV,Clark,Las Vegas,Summerlin North,-115.3332669,36.1869266,0.1466133,0.0630304,75.54834553
296,164.0,244000.0,1.48717948718,0.0800377530232,3.83552631579,0.106240592664,76,275613,4409.0,NV,Clark,Las Vegas,Sun City Summerlin,-115.3109592,36.2050484,0.0646386,0.0271645,14.3429302579
297,101.0,,1.46835443038,0.0665862323463,3.32743362832,0.0966932945669,113,275625,4410.0,NV,Clark,Las Vegas,Sunrise,-115.0713032,36.1738767,0.0184512,0.0298668,4.46165068866
298,132.0,,2.0,0.0,3.45,0.426907484123,10,275628,374.0,AZ,Maricopa,Tempe,Sunset,-111.9565969,33.4255225,0.00879,0.007223,0.453569236863
299,65.0,71000.0,1.0,0.0,3.375,0.361744903212,8,275735,3969.0,NC,Mecklenburg,Charlotte,Thomasboro-Hoskins,-80.8845229,35.2636185,0.040638,0.031647,3.89282462199
300,121.0,276600.0,1.33333333333,0.272165526976,3.625,0.324759526419,4,275755,4015.0,NC,Mecklenburg,Charlotte,Touchstone Village-Elm Lane,-80.8312989,35.079315,0.019928,0.012034,0.730097098564
301,83.0,,1.55405405405,0.0814000300886,3.51811594203,0.0818887744393,138,275768,4412.0,NV,Clark,Henderson,Townsite,-114.9893789,36.035537,0.0489846,0.0291584,11.5285759016
302,82.0,77100.0,1.0,0.0,4.1875,0.196403204531,8,275779,3910.0,NC,Mecklenburg,Charlotte,Tryon Hills,-80.8200389,35.252282,0.019004,0.017352,1.00514778729
303,121.0,266100.0,1.57142857143,0.187043905917,3.94444444444,0.179543698423,18,275782,4438.0,NV,Clark,Las Vegas,Tule Springs,-115.2796306,36.318906,0.0750676,0.0346735,21.2369411252
304,84.0,133400.0,1.28571428571,0.137071031834,3.40476190476,0.119330729124,42,275787,4429.0,NV,Clark,Las Vegas,Twin Lakes,-115.1902525,36.1869056,0.0318495,0.0265748,6.88298701827
305,97.0,147800.0,1.7,0.116904519445,3.64383561644,0.115621409706,73,275797,4454.0,NV,Clark,Las Vegas,Umc,-115.165003,36.1672821,0.0191585,0.017117,2.66431982148
